edad,ingresos_mensuales,gastos_fijos_mensuales,monto_prestamo,plazo_meses,historial_crediticio_score,deudas_actuales,ratio_deuda_ingreso,antiguedad_empleo_meses,numero_consultas_crediticias,dependientes,patrimonio_neto,tasa_interes_ofrecida,monto_ahorros,cuota_mensual_estimada,relacion_cuota_ingreso,nivel_educacion,situacion_laboral,tipo_vivienda,finalidad_prestamo,provincia,estado_civil,tipo_contrato,aprobado
39.0,1568.0,310.0,165608,36,652.0,5938.0,0.3963,20.0,1,3,117880.0,20.1,59650.0,6163.0,3.0,Tecnico,Fijo,Propia,Hipoteca,Barcelona,Soltero,Indefinido,1
24.0,2737.0,1498.0,273980,240,711.0,12061.0,0.4591,45.0,3,1,42760.0,28.9,16894.0,6620.0,2.4187,Universitario,Temporal,Otro,Personal,Bilbao,Casado,Sin contrato,0
40.0,3571.0,734.0,341449,60,719.0,7195.0,0.2258,35.0,4,0,39921.0,18.3,50309.0,8726.0,2.4436,Tecnico,Autonomo,Propia,Hipoteca,Madrid,Casado,Indefinido,1
58.0,1849.0,410.0,148745,60,771.0,1387.0,0.0734,27.0,3,2,237859.0,14.5,22585.0,3500.0,1.8929,Universitario,Desempleado,Propia,Personal,Madrid,Casado,Temporal,1
57.0,1759.0,564.0,70894,60,580.0,7576.0,0.5008,33.0,2,2,-56792.0,18.3,1253.0,1812.0,1.0301,Universitario,Fijo,Propia,Negocio,Barcelona,Casado,Temporal,1
46.0,2749.0,979.0,117104,12,701.0,13093.0,0.5374,55.0,1,0,-80000.0,25.0,5613.0,11130.0,3.0,Secundaria,Jubilado,Familiar,Hipoteca,Madrid,Casado,Temporal,1
33.0,4822.0,1413.0,360711,60,539.0,1768.0,0.06,0.0,4,1,276105.0,18.8,3341.0,9317.0,1.9322,Tecnico,Fijo,Alquilada,Personal,Madrid,Casado,Indefinido,1
55.0,4386.0,2751.0,418322,24,700.0,1181.0,0.0804,77.0,2,1,-27745.0,10.4,1958.0,19381.0,3.0,Postgrado,Temporal,Propia,Automovil,Madrid,Soltero,Indefinido,1
45.0,1778.0,592.0,41622,180,498.0,68599.0,2.5,18.0,2,1,90507.0,10.0,55385.0,447.0,0.2514,Primaria,Autonomo,Otro,Personal,Barcelona,Divorciado,Practicas,0
65.0,4409.0,940.0,351275,48,823.0,35281.0,0.7511,155.0,3,2,95510.0,13.5,8270.0,9511.0,2.1572,Tecnico,Autonomo,Otro,Hipoteca,Barcelona,Divorciado,Temporal,1
55.0,1805.0,808.0,58687,36,680.0,5299.0,0.2631,146.0,2,3,-35532.0,9.8,4523.0,1888.0,1.046,Postgrado,Fijo,Propia,Hipoteca,Barcelona,Soltero,Temporal,1
48.0,1134.0,529.0,83884,60,670.0,37140.0,2.5,5.0,1,2,-10455.0,9.4,505.0,1758.0,1.5503,Primaria,Autonomo,Propia,Automovil,Madrid,Casado,Temporal,0
31.0,2392.0,1252.0,205867,48,502.0,613.0,0.1684,34.0,2,0,170206.0,10.5,19528.0,5271.0,2.2036,Tecnico,Fijo,Alquilada,Personal,Bilbao,Divorciado,Indefinido,1
70.0,5848.0,2530.0,234403,60,741.0,33726.0,0.6281,35.0,0,2,-60014.0,19.3,3756.0,6119.0,1.0463,Postgrado,Fijo,Hipotecada,Educacion,Sevilla,Casado,Indefinido,1
50.0,4419.0,2202.0,297674,84,762.0,10976.0,0.2897,42.0,3,0,301631.0,8.0,6000.0,4640.0,1.05,Secundaria,Temporal,Hipotecada,Automovil,Barcelona,Casado,Indefinido,1
74.0,2978.0,1060.0,168674,60,629.0,27311.0,0.8304,5.0,0,3,253294.0,12.1,2181.0,3761.0,1.2629,Postgrado,Fijo,Alquilada,Personal,Madrid,Casado,Indefinido,1
26.0,2322.0,1203.0,82366,240,611.0,27916.0,1.1457,44.0,2,1,-80000.0,14.7,7794.0,1066.0,0.4591,Universitario,Autonomo,Familiar,Hipoteca,Madrid,Soltero,Temporal,0
74.0,2359.0,694.0,197835,36,616.0,5125.0,0.2516,44.0,0,1,55933.0,19.9,1210.0,7342.0,3.0,Secundaria,Autonomo,Alquilada,Hipoteca,Madrid,Soltero,Indefinido,1
44.0,3182.0,532.0,62783,36,805.0,871.0,0.0937,99.0,2,0,72061.0,19.4,7182.0,2314.0,0.7272,Secundaria,Autonomo,Propia,Hipoteca,Bilbao,Casado,Indefinido,1
41.0,1570.0,1091.0,119018,120,641.0,18845.0,1.0187,113.0,1,1,143564.0,9.2,38417.0,1521.0,0.9688,Postgrado,Fijo,Propia,Personal,Madrid,Casado,Indefinido,0
30.0,2419.0,819.0,130661,120,665.0,2005.0,0.1239,6.0,0,2,173830.0,17.0,1988.0,2271.0,0.9388,Tecnico,Jubilado,Alquilada,Consolidacion,Barcelona,Casado,Sin contrato,1
43.0,2619.0,1363.0,262408,360,736.0,63300.0,2.1113,44.0,1,5,160347.0,11.6,67417.0,2619.0,1.0,Universitario,Fijo,Propia,Hipoteca,Madrid,Soltero,Sin contrato,1
46.0,1325.0,979.0,33834,60,431.0,11639.0,0.8416,16.0,1,8,200973.0,9.1,18311.0,704.0,0.5313,Secundaria,Temporal,Familiar,Negocio,Barcelona,Soltero,Indefinido,0
68.0,1803.0,880.0,135168,60,643.0,2956.0,0.286,24.0,0,1,25587.0,19.7,3000.0,3559.0,1.9739,Tecnico,Fijo,Propia,Hipoteca,Madrid,Soltero,Temporal,1
66.0,3814.0,1494.0,174122,60,625.0,5346.0,0.2354,62.0,3,1,247109.0,13.9,19856.0,4042.0,1.0598,Postgrado,Temporal,Familiar,Personal,Madrid,Casado,Practicas,1
60.0,2998.0,1420.0,132791,48,664.0,1597.0,0.1465,8.0,1,3,-60566.0,13.4,4308.0,3589.0,1.1971,Primaria,Jubilado,Familiar,Negocio,Barcelona,Soltero,Sin contrato,0
45.0,2477.0,1302.0,95248,48,723.0,18467.0,0.6486,132.0,2,2,122816.0,18.2,6352.0,2808.0,1.1336,Universitario,Autonomo,Familiar,Negocio,Barcelona,Casado,Sin contrato,1
45.0,1725.0,824.0,75058,36,738.0,80795.0,2.5,160.0,3,0,-80000.0,11.0,6410.0,2457.0,1.4243,Postgrado,Fijo,Alquilada,Automovil,Barcelona,Soltero,Temporal,1
25.0,7678.0,1568.0,377676,60,629.0,11387.0,0.2325,17.0,2,0,179054.0,26.4,7377.0,11397.0,1.4844,Secundaria,Fijo,Propia,Consolidacion,Barcelona,Casado,Indefinido,1
40.0,1803.0,917.0,45545,180,637.0,7709.0,0.4277,19.0,4,0,50234.0,15.5,43948.0,653.0,0.3622,Secundaria,Temporal,Hipotecada,Negocio,Madrid,Soltero,Sin contrato,1
46.0,3467.0,964.0,294149,84,652.0,17423.0,0.5331,11.0,2,1,208610.0,13.8,1601.0,5480.0,1.5806,Postgrado,Jubilado,Propia,Consolidacion,Barcelona,Casado,Indefinido,0
22.0,2224.0,641.0,202365,60,718.0,9460.0,0.4537,31.0,0,0,-49814.0,18.4,2658.0,5183.0,2.3305,Universitario,Autonomo,Hipotecada,Consolidacion,Barcelona,Soltero,Indefinido,1
59.0,3047.0,974.0,30663,12,753.0,7675.0,0.2799,6.0,2,4,29789.0,17.4,40347.0,2802.0,0.9196,Universitario,Fijo,Hipotecada,Negocio,Sevilla,Soltero,Sin contrato,1
24.0,3923.0,1557.0,389419,36,524.0,37566.0,0.8482,7.0,2,1,25441.0,12.5,8798.0,13027.0,3.0,Tecnico,Fijo,Propia,Consolidacion,Madrid,Casado,Sin contrato,0
59.0,1310.0,297.0,28268,180,684.0,37892.0,2.4345,17.0,5,0,-56883.0,26.0,15945.0,626.0,0.4779,Tecnico,Temporal,Familiar,Negocio,Madrid,Casado,Indefinido,1
53.0,2969.0,1007.0,313196,48,632.0,48856.0,1.4374,20.0,2,0,-80000.0,6.6,23331.0,7442.0,2.5066,Universitario,Jubilado,Hipotecada,Automovil,Madrid,Casado,Indefinido,1
58.0,6090.0,3196.0,422960,180,834.0,1024.0,0.1151,199.0,2,2,-11808.0,19.6,3401.0,7304.0,1.1993,Universitario,Autonomo,Hipotecada,Hipoteca,Sevilla,Soltero,Temporal,1
44.0,8578.0,3570.0,300226,36,551.0,2375.0,0.034,2.0,2,0,109696.0,15.3,37230.0,10452.0,1.2185,Postgrado,Fijo,Alquilada,Hipoteca,Sevilla,Divorciado,Sin contrato,0
75.0,2757.0,1430.0,204404,60,546.0,5075.0,0.201,75.0,3,0,-16942.0,16.3,4937.0,5003.0,1.8147,Universitario,Fijo,Familiar,Automovil,Bilbao,Soltero,Practicas,1
63.0,3056.0,1440.0,176936,360,597.0,1801.0,0.0693,448.0,1,2,147633.0,7.5,16070.0,1237.0,0.4048,Postgrado,Fijo,Hipotecada,Educacion,Valencia,Soltero,Temporal,1
19.0,11235.0,6216.0,800000,60,703.0,16457.0,0.1659,52.0,1,2,-1386.0,15.4,5785.0,19200.0,1.7089,Secundaria,Fijo,Alquilada,Negocio,Valencia,Casado,Indefinido,1
42.0,5890.0,2291.0,317858,36,704.0,59332.0,0.9605,39.0,1,3,74414.0,17.0,50198.0,11333.0,1.9241,Secundaria,Fijo,Alquilada,Consolidacion,Madrid,Casado,Sin contrato,0
26.0,2058.0,1198.0,177461,36,601.0,11510.0,0.5254,149.0,2,2,117803.0,25.7,10707.0,7122.0,3.0,Tecnico,Fijo,Alquilada,Hipoteca,Valencia,Casado,Indefinido,0
70.0,2056.0,1072.0,51194,24,741.0,6369.0,0.3889,44.0,1,2,208741.0,22.4,2557.0,2666.0,1.2967,Secundaria,Temporal,Familiar,Personal,Sevilla,Casado,Indefinido,1
44.0,5292.0,2643.0,203190,12,611.0,42942.0,0.786,14.0,3,1,-36922.0,15.1,15752.0,18349.0,3.0,Secundaria,Fijo,Familiar,Hipoteca,Bilbao,Casado,Sin contrato,0
18.0,1625.0,795.0,102521,84,727.0,590.0,0.0852,40.0,3,2,112026.0,19.7,14074.0,2258.0,1.3895,Universitario,Jubilado,Propia,Consolidacion,Bilbao,Casado,Sin contrato,1
40.0,5725.0,2293.0,374859,120,525.0,14494.0,0.2353,21.0,1,0,7325.0,22.6,973.0,7902.0,1.3803,Universitario,Autonomo,Hipotecada,Hipoteca,Sevilla,Casado,Indefinido,1
27.0,3643.0,1006.0,80070,180,563.0,2454.0,0.0564,129.0,2,0,148941.0,9.2,1264.0,822.0,0.2256,Tecnico,Autonomo,Propia,Consolidacion,Madrid,Viudo,Temporal,1
59.0,4067.0,2104.0,62494,12,613.0,3755.0,0.1407,31.0,0,2,52093.0,8.7,33196.0,5457.0,1.3418,Universitario,Temporal,Hipotecada,Hipoteca,Madrid,Viudo,Sin contrato,1
69.0,2555.0,1333.0,49147,240,645.0,36212.0,1.2566,0.0,0,2,-41501.0,23.0,18101.0,952.0,0.3726,Postgrado,Temporal,Hipotecada,Hipoteca,Barcelona,Casado,Indefinido,0
42.0,2043.0,1116.0,251648,60,575.0,935.0,0.1054,134.0,3,0,196778.0,16.3,27313.0,6160.0,3.0,Tecnico,Fijo,Propia,Consolidacion,Sevilla,Soltero,Indefinido,1
71.0,7167.0,2101.0,334088,24,573.0,16555.0,0.2475,2.0,1,0,-78352.0,22.9,33027.0,17481.0,2.4391,Universitario,Fijo,Hipotecada,Hipoteca,Valencia,Divorciado,Temporal,1
20.0,2571.0,771.0,200365,24,691.0,7102.0,0.3393,56.0,3,1,-3375.0,18.6,2442.0,10061.0,3.0,Tecnico,Autonomo,Alquilada,Consolidacion,Madrid,Soltero,Indefinido,0
23.0,2330.0,765.0,129087,60,724.0,3319.0,0.1328,2.0,4,1,-80000.0,8.9,327.0,2673.0,1.1472,Secundaria,Autonomo,Hipotecada,Consolidacion,Barcelona,Viudo,Temporal,0
75.0,2841.0,1535.0,166809,36,580.0,74013.0,2.1872,97.0,3,3,-17984.0,13.8,9471.0,5685.0,2.0011,Postgrado,Fijo,Otro,Hipoteca,Madrid,Casado,Temporal,0
23.0,3347.0,1738.0,298672,36,529.0,10330.0,0.3393,48.0,0,1,69087.0,12.2,7373.0,9949.0,2.9725,Secundaria,Autonomo,Propia,Negocio,Valencia,Divorciado,Temporal,1
70.0,1606.0,531.0,117870,12,659.0,13111.0,0.6849,11.0,1,0,-80000.0,13.6,19164.0,10561.0,3.0,Secundaria,Jubilado,Propia,Automovil,Sevilla,Casado,Indefinido,1
19.0,2124.0,943.0,143842,60,692.0,27460.0,1.137,37.0,3,3,-66668.0,10.6,11766.0,3099.0,1.459,Universitario,Fijo,Otro,Automovil,Valencia,Divorciado,Sin contrato,0
75.0,2057.0,798.0,173465,24,556.0,35593.0,1.4714,121.0,3,2,133301.0,22.1,180.0,9008.0,3.0,Tecnico,Fijo,Alquilada,Hipoteca,Valencia,Soltero,Indefinido,1
75.0,4950.0,1633.0,403138,12,801.0,3674.0,0.0937,40.0,2,1,11650.0,16.3,8229.0,36634.0,3.0,Universitario,Temporal,Propia,Negocio,Valencia,Viudo,Indefinido,1
35.0,1752.0,902.0,68244,24,571.0,3876.0,0.257,29.0,2,0,195676.0,15.2,2495.0,3315.0,1.8921,Secundaria,Jubilado,Propia,Negocio,Madrid,Divorciado,Indefinido,1
40.0,1040.0,1068.0,48430,12,626.0,646.0,0.1322,236.0,1,1,79688.0,18.1,2163.0,4442.0,3.0,Postgrado,Jubilado,Alquilada,Educacion,Sevilla,Casado,Indefinido,1
19.0,916.0,1029.0,26293,24,628.0,74306.0,2.5,58.0,3,2,89397.0,21.9,6533.0,1363.0,1.488,Postgrado,Autonomo,Propia,Personal,Sevilla,Casado,Temporal,0
29.0,1234.0,500.0,120509,60,577.0,5.0,0.0205,22.0,1,4,-80000.0,9.3,26652.0,2519.0,2.0413,Universitario,Temporal,Alquilada,Hipoteca,Madrid,Soltero,Temporal,1
39.0,6747.0,3254.0,132511,36,813.0,7810.0,0.167,47.0,3,2,242298.0,11.6,9821.0,4376.0,0.6486,Tecnico,Fijo,Alquilada,Consolidacion,Bilbao,Casado,Indefinido,1
54.0,3010.0,1444.0,201965,12,566.0,12258.0,0.4593,81.0,2,3,87010.0,10.7,21695.0,17822.0,3.0,Secundaria,Temporal,Familiar,Personal,Madrid,Soltero,Indefinido,0
37.0,4027.0,1161.0,292013,24,806.0,20566.0,0.5272,118.0,2,1,-80000.0,5.4,20593.0,12863.0,3.0,Postgrado,Jubilado,Familiar,Personal,Sevilla,Divorciado,Sin contrato,0
56.0,4113.0,2677.0,142493,12,623.0,349.0,0.0848,97.0,1,3,-80000.0,22.0,8681.0,13337.0,3.0,Secundaria,Fijo,Hipotecada,Educacion,Barcelona,Casado,Sin contrato,1
41.0,3083.0,1669.0,38874,120,623.0,2280.0,0.0829,10.0,0,1,18018.0,16.2,5594.0,656.0,0.2128,Universitario,Autonomo,Hipotecada,Consolidacion,Bilbao,Soltero,Sin contrato,1
65.0,2850.0,799.0,212647,60,592.0,9986.0,0.3831,49.0,4,0,23084.0,14.6,54065.0,5014.0,1.7593,Tecnico,Fijo,Hipotecada,Automovil,Barcelona,Soltero,Sin contrato,0
37.0,5579.0,2284.0,148377,60,711.0,53054.0,0.8682,46.0,3,0,174420.0,21.8,9029.0,4081.0,0.7315,Secundaria,Temporal,Alquilada,Automovil,Bilbao,Divorciado,Temporal,0
18.0,3254.0,984.0,253608,180,828.0,110866.0,2.5,6.0,4,1,-70043.0,18.2,18342.0,4121.0,1.2664,Universitario,Fijo,Hipotecada,Hipoteca,Bilbao,Casado,Indefinido,1
18.0,6901.0,2883.0,52375,12,599.0,2572.0,0.0539,17.0,3,0,145193.0,14.2,23243.0,4708.0,0.6822,Tecnico,Autonomo,Otro,Automovil,Sevilla,Casado,Indefinido,0
34.0,4326.0,2183.0,230823,12,623.0,1693.0,0.0909,2.0,2,0,92494.0,10.7,5714.0,20368.0,3.0,Secundaria,Temporal,Propia,Automovil,Bilbao,Soltero,Indefinido,1
18.0,2058.0,456.0,198837,48,782.0,17395.0,0.7195,58.0,3,1,81480.0,14.9,16842.0,5524.0,2.6842,Universitario,Fijo,Familiar,Educacion,Sevilla,Casado,Temporal,1
70.0,2212.0,1161.0,195799,36,549.0,915.0,0.1131,22.0,2,4,271842.0,11.6,23083.0,6466.0,2.9231,Primaria,Jubilado,Alquilada,Personal,Madrid,Casado,Sin contrato,1
69.0,1927.0,1011.0,173973,60,580.0,3217.0,0.2746,21.0,2,2,137475.0,17.1,1476.0,4333.0,2.2486,Universitario,Fijo,Propia,Automovil,Madrid,Soltero,Sin contrato,0
62.0,6189.0,3549.0,308440,240,773.0,14234.0,0.3333,2.0,1,2,57709.0,21.6,50478.0,5630.0,0.9097,Universitario,Temporal,Hipotecada,Consolidacion,Bilbao,Divorciado,Sin contrato,1
47.0,2338.0,389.0,173851,48,688.0,39956.0,1.4287,63.0,1,8,-71752.0,17.6,1505.0,5071.0,2.1689,Primaria,Jubilado,Propia,Educacion,Barcelona,Divorciado,Sin contrato,1
58.0,1846.0,931.0,168603,24,572.0,873.0,0.0948,28.0,1,2,208940.0,16.8,74370.0,8320.0,3.0,Tecnico,Fijo,Propia,Hipoteca,Valencia,Divorciado,Practicas,1
64.0,3611.0,1718.0,293894,120,706.0,255.0,0.0547,149.0,2,1,70282.0,20.3,8503.0,5738.0,1.589,Universitario,Fijo,Familiar,Educacion,Madrid,Casado,Indefinido,1
20.0,2812.0,749.0,241661,48,511.0,13632.0,0.499,111.0,4,1,236190.0,8.6,6188.0,5968.0,2.1223,Tecnico,Autonomo,Propia,Hipoteca,Madrid,Casado,Indefinido,1
63.0,3557.0,1029.0,345997,120,748.0,654.0,0.1216,10.0,3,3,-8618.0,11.7,10764.0,4904.0,1.3787,Postgrado,Desempleado,Alquilada,Personal,Sevilla,Casado,Temporal,1
72.0,9264.0,4715.0,195557,24,473.0,4730.0,0.0707,56.0,1,0,162180.0,14.6,32570.0,9445.0,1.0195,Universitario,Fijo,Alquilada,Negocio,Barcelona,Divorciado,Temporal,1
28.0,5156.0,2000.0,218090,48,558.0,12591.0,0.2311,55.0,1,5,-80000.0,21.3,12193.0,6789.0,1.3167,Universitario,Desempleado,Familiar,Personal,Barcelona,Soltero,Temporal,1
41.0,3030.0,969.0,124261,12,684.0,2798.0,0.1196,25.0,2,3,-10728.0,14.6,29584.0,11192.0,3.0,Tecnico,Temporal,Familiar,Educacion,Barcelona,Viudo,Temporal,1
39.0,1280.0,713.0,93163,36,536.0,7804.0,0.5119,9.0,2,1,199303.0,25.9,5068.0,3749.0,2.9289,Universitario,Temporal,Alquilada,Educacion,Barcelona,Divorciado,Indefinido,0
61.0,2208.0,888.0,145540,84,651.0,661.0,0.111,33.0,4,1,99589.0,7.3,3583.0,2218.0,1.0045,Postgrado,Fijo,Propia,Negocio,Madrid,Divorciado,Temporal,1
62.0,4567.0,1788.0,118692,36,701.0,45375.0,0.9326,44.0,2,3,109249.0,20.3,4017.0,4429.0,0.9698,Universitario,Jubilado,Alquilada,Negocio,Sevilla,Casado,Temporal,1
43.0,1476.0,680.0,115382,24,584.0,34811.0,1.9661,55.0,6,1,64117.0,10.4,22991.0,5346.0,3.0,Secundaria,Desempleado,Otro,Hipoteca,Madrid,Divorciado,Sin contrato,0
30.0,10771.0,4657.0,659776,12,639.0,9019.0,0.1347,8.0,2,5,-5537.0,15.6,10407.0,59737.0,3.0,Universitario,Fijo,Propia,Consolidacion,Valencia,Casado,Sin contrato,1
18.0,3007.0,827.0,207930,60,725.0,17309.0,0.5482,50.0,4,1,-48787.0,16.1,4534.0,5068.0,1.6854,Secundaria,Jubilado,Familiar,Hipoteca,Sevilla,Soltero,Indefinido,1
41.0,3070.0,1330.0,64697,12,690.0,18262.0,0.5872,180.0,0,2,-80000.0,19.8,418.0,5987.0,1.9502,Universitario,Autonomo,Alquilada,Hipoteca,Valencia,Viudo,Sin contrato,0
27.0,1998.0,958.0,187249,120,787.0,5507.0,0.3425,14.0,3,2,97650.0,11.1,6077.0,2590.0,1.2963,Postgrado,Fijo,Alquilada,Negocio,Valencia,Soltero,Sin contrato,1
52.0,4016.0,1821.0,85782,48,574.0,3887.0,0.2107,44.0,2,1,-80000.0,15.5,22275.0,2409.0,0.5999,Tecnico,Fijo,Hipotecada,Personal,Bilbao,Casado,Temporal,1
41.0,1488.0,724.0,150870,36,560.0,7637.0,0.4512,167.0,3,1,236050.0,19.5,10404.0,5569.0,3.0,Postgrado,Fijo,Hipotecada,Negocio,Bilbao,Soltero,Sin contrato,0
45.0,10926.0,2815.0,404399,60,768.0,5185.0,0.0989,126.0,2,0,203394.0,17.7,1865.0,10203.0,0.9338,Secundaria,Desempleado,Otro,Hipoteca,Madrid,Divorciado,Indefinido,1
53.0,6571.0,3362.0,244501,60,684.0,12214.0,0.2447,27.0,2,1,-47020.0,16.7,11121.0,6037.0,0.9187,Universitario,Fijo,Alquilada,Negocio,Barcelona,Casado,Sin contrato,1
33.0,5381.0,2049.0,258455,360,627.0,40193.0,0.6959,6.0,2,7,176368.0,22.6,2564.0,4873.0,0.9056,Postgrado,Desempleado,Hipotecada,Personal,Sevilla,Soltero,Temporal,0
57.0,1294.0,859.0,97948,12,597.0,166.0,0.1104,2.0,6,4,182139.0,19.6,14703.0,9055.0,3.0,Postgrado,Autonomo,Alquilada,Hipoteca,Barcelona,Soltero,Indefinido,1
33.0,3372.0,789.0,89576,180,723.0,83558.0,2.1501,177.0,1,3,70813.0,9.5,9095.0,935.0,0.2773,Primaria,Temporal,Alquilada,Educacion,Barcelona,Soltero,Indefinido,1
34.0,6158.0,1970.0,185369,60,615.0,25787.0,0.3981,16.0,4,5,123135.0,12.6,5727.0,4180.0,0.6788,Postgrado,Fijo,Hipotecada,Hipoteca,Madrid,Divorciado,Indefinido,1
68.0,4255.0,1263.0,406487,180,720.0,16100.0,0.453,18.0,3,1,-35646.0,7.8,3570.0,3838.0,0.902,Primaria,Fijo,Alquilada,Hipoteca,Sevilla,Soltero,Sin contrato,1
71.0,1634.0,784.0,139958,84,764.0,27391.0,1.5203,9.0,2,0,-76640.0,21.2,17924.0,3210.0,1.9645,Primaria,Fijo,Hipotecada,Educacion,Madrid,Soltero,Indefinido,1
32.0,2018.0,543.0,97545,120,659.0,4638.0,0.3008,241.0,1,1,152870.0,18.2,4114.0,1770.0,0.8771,Universitario,Autonomo,Alquilada,Hipoteca,Madrid,Soltero,Practicas,1
33.0,2273.0,1454.0,132198,120,528.0,11194.0,0.4685,82.0,2,3,354628.0,11.5,34032.0,1859.0,0.8179,Secundaria,Autonomo,Alquilada,Educacion,Madrid,Divorciado,Sin contrato,0
32.0,2075.0,1406.0,112208,12,701.0,11855.0,0.4839,68.0,5,5,-80000.0,12.4,8450.0,9991.0,3.0,Tecnico,Fijo,Alquilada,Consolidacion,Sevilla,Viudo,Temporal,0
74.0,7460.0,2413.0,415527,180,750.0,2391.0,0.173,109.0,1,0,157434.0,15.3,1213.0,5901.0,0.791,Universitario,Autonomo,Hipotecada,Negocio,Madrid,Soltero,Indefinido,1
51.0,941.0,370.0,93174,84,758.0,20759.0,1.94,62.0,3,1,-80000.0,12.9,13294.0,1690.0,1.796,Universitario,Fijo,Propia,Negocio,Bilbao,Soltero,Indefinido,1
28.0,4418.0,2435.0,201614,240,665.0,7006.0,0.1752,38.0,1,0,-80000.0,18.3,22638.0,3158.0,0.7148,Primaria,Jubilado,Otro,Hipoteca,Barcelona,Casado,Sin contrato,1
18.0,1373.0,803.0,107867,24,496.0,537.0,0.1008,18.0,0,0,14033.0,12.6,23958.0,5108.0,3.0,Universitario,Temporal,Propia,Automovil,Bilbao,Soltero,Practicas,0
32.0,1674.0,553.0,52684,240,609.0,12539.0,0.6614,76.0,0,3,-30383.0,23.6,2772.0,1046.0,0.6249,Universitario,Fijo,Propia,Hipoteca,Sevilla,Casado,Indefinido,0
43.0,893.0,699.0,46751,180,605.0,2474.0,0.3421,155.0,2,5,-80000.0,26.3,22669.0,1046.0,1.1713,Universitario,Desempleado,Hipotecada,Hipoteca,Madrid,Soltero,Temporal,0
68.0,2144.0,750.0,226551,36,727.0,9209.0,0.4546,7.0,2,8,160146.0,13.3,3750.0,7666.0,3.0,Universitario,Temporal,Propia,Negocio,Bilbao,Soltero,Indefinido,0
21.0,7379.0,1801.0,567452,24,687.0,640.0,0.0852,0.0,4,0,-80000.0,18.6,5534.0,28494.0,3.0,Tecnico,Fijo,Familiar,Negocio,Bilbao,Divorciado,Sin contrato,1
60.0,3494.0,1509.0,163159,60,731.0,1212.0,0.0852,19.0,3,0,171618.0,22.3,8999.0,4534.0,1.2977,Universitario,Fijo,Alquilada,Automovil,Barcelona,Soltero,Indefinido,1
22.0,1452.0,684.0,43092,84,589.0,7470.0,0.4747,16.0,2,2,23301.0,25.9,51266.0,1116.0,0.7686,Secundaria,Fijo,Alquilada,Hipoteca,Madrid,Casado,Practicas,0
52.0,5488.0,2563.0,377763,84,669.0,1598.0,0.1462,11.0,3,1,168941.0,11.7,10065.0,6608.0,1.2041,Universitario,Fijo,Otro,Hipoteca,Sevilla,Casado,Indefinido,1
30.0,6240.0,1717.0,517806,180,444.0,16591.0,0.2804,18.0,2,2,-80000.0,6.5,32355.0,4511.0,0.7229,Universitario,Temporal,Propia,Personal,Madrid,Viudo,Temporal,0
27.0,3173.0,1322.0,268760,60,613.0,22969.0,0.6747,3.0,1,1,-32904.0,26.3,21792.0,8095.0,2.5512,Universitario,Autonomo,Hipotecada,Personal,Sevilla,Casado,Indefinido,0
28.0,10106.0,2686.0,683751,36,516.0,107015.0,0.9085,115.0,3,3,15568.0,15.2,28212.0,23769.0,2.352,Universitario,Autonomo,Familiar,Personal,Madrid,Casado,Indefinido,0
35.0,4880.0,2928.0,309426,180,807.0,6799.0,0.2459,60.0,2,3,-42558.0,13.6,857.0,4038.0,0.8275,Tecnico,Fijo,Alquilada,Negocio,Valencia,Soltero,Indefinido,1
51.0,4490.0,1670.0,329206,48,692.0,8293.0,0.1908,30.0,0,0,-351.0,16.7,10347.0,9448.0,2.1042,Secundaria,Autonomo,Hipotecada,Automovil,Barcelona,Soltero,Sin contrato,1
56.0,1841.0,470.0,65030,48,688.0,1523.0,0.0944,53.0,4,1,123394.0,17.3,12918.0,1887.0,1.025,Primaria,Fijo,Familiar,Negocio,Sevilla,Soltero,Indefinido,1
58.0,4344.0,1142.0,383775,60,540.0,603.0,0.1053,1.0,1,4,38921.0,20.9,2836.0,10361.0,2.3851,Universitario,Fijo,Alquilada,Personal,Barcelona,Soltero,Temporal,0
59.0,3395.0,776.0,46340,180,638.0,5228.0,0.1485,1.0,2,2,-27626.0,11.9,39184.0,553.0,0.1629,Universitario,Autonomo,Otro,Negocio,Sevilla,Soltero,Sin contrato,1
67.0,4072.0,747.0,262723,360,709.0,16454.0,0.4834,17.0,1,1,19776.0,21.9,595.0,4802.0,1.1793,Tecnico,Fijo,Alquilada,Automovil,Madrid,Divorciado,Temporal,1
40.0,1977.0,795.0,123773,24,572.0,18887.0,0.8801,155.0,3,3,50657.0,15.1,4978.0,6007.0,3.0,Universitario,Temporal,Alquilada,Consolidacion,Madrid,Casado,Temporal,0
24.0,3219.0,1039.0,121486,24,609.0,7764.0,0.2079,84.0,0,2,-80000.0,16.5,26583.0,5977.0,1.8568,Universitario,Fijo,Familiar,Personal,Sevilla,Soltero,Indefinido,1
56.0,1826.0,1357.0,103186,36,750.0,19342.0,0.9037,84.0,6,1,-38024.0,13.4,9855.0,3497.0,1.9151,Universitario,Jubilado,Alquilada,Educacion,Barcelona,Viudo,Indefinido,1
20.0,822.0,202.0,82082,240,554.0,20313.0,2.1993,34.0,1,1,-80000.0,10.5,13040.0,819.0,0.9964,Postgrado,Autonomo,Propia,Consolidacion,Madrid,Casado,Indefinido,0
